시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
의왕시,2017   ,2017-10-21 05시,야간,토요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,11,10,0,37.32576585,126.95667607
부천시,2017   ,2017-10-20 21시,야간,금요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1,0,1,0,0,37.51969769,126.81192954
양평군,2017   ,2017-10-20 17시,주간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1,0,2,1,0,37.54480055,127.73238202
고양시,2017   ,2017-10-20 15시,주간,금요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,승용차,승용차,1,2,6,0,3,37.69022822,126.90076513
구리시,2017   ,2017-10-20 11시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.60059463,127.13871696
부천시,2017   ,2017-10-20 05시,야간,금요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,승용차,승용차,1,0,2,0,1,37.49394496,126.75525348
안양시,2017   ,2017-10-19 09시,주간,목요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0,37.39081935,126.95105551
김포시,2017   ,2017-10-19 06시,주간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,2,4,0,1,37.64975696,126.70122636
안성시,2017   ,2017-10-19 00시,야간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,1,1,3,0,1,37.01189874,127.29477813
안성시,2017   ,2017-10-18 18시,야간,수요일,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,1,0,1,0,0,37.02923936,127.28791807
평택시,2017   ,2017-10-18 13시,주간,수요일,차대사람,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0,37.00141046,127.0857696
하남시,2017   ,2017-10-18 09시,주간,수요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,3,2,0,37.57991324,127.18431152
수원시,2017   ,2017-10-18 04시,야간,수요일,차대사람,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.28104571,126.97411022
안성시,2017   ,2017-10-18 00시,야간,수요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,1,2,0,0,36.99776844,127.15318712
가평군,2017   ,2017-10-17 18시,야간,화요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,농기계,농기계,1,0,3,0,2,37.8468146,127.50587636
평택시,2017   ,2017-10-17 15시,주간,화요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,화물차,화물차,1,3,13,0,9,37.00371918,127.1505413
평택시,2017   ,2017-10-17 06시,주간,화요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,이륜차,이륜차,1,0,1,0,0,37.09246814,127.05944994
광주시,2017   ,2017-10-16 18시,야간,월요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0,37.42624073,127.25714596
평택시,2017   ,2017-10-16 16시,주간,월요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,특수차,특수차,1,1,2,0,0,37.05921119,126.98892866
성남시,2017   ,2017-10-15 23시,야간,일요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1,0,1,0,0,37.42463756,127.16223611
양주시,2017   ,2017-10-15 04시,야간,일요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0,37.8372095,127.07346899
이천시,2017   ,2017-10-14 23시,야간,토요일,차대사람,횡단중,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.2732629,127.45364138
화성시,2017   ,2017-10-14 14시,주간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.10606159,126.8351369
포천시,2017   ,2017-10-14 06시,주간,토요일,차대차,기타,안전운전 의무 불이행,단일로,터널안,승용차,승용차,농기계,농기계,1,0,2,0,1,37.95109428,127.26896196
고양시,2017   ,2017-10-13 18시,야간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.66172937,126.8385683
안양시,2017   ,2017-10-12 09시,주간,목요일,차대사람,차도통행중,교차로 통행방법 위반,교차로,교차로내,건설기계,건설기계,보행자,보행자,1,0,1,0,0,37.40364687,126.95713112
이천시,2017   ,2017-10-11 23시,야간,수요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,2,4,0,1,37.24006174,127.39382785
의정부시,2017   ,2017-10-11 04시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.75045809,127.04461265
평택시,2017   ,2017-10-10 14시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1,0,2,0,1,37.09611906,127.04752306
화성시,2017   ,2017-10-10 07시,주간,화요일,차대사람,기타,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,1,0,1,0,0,37.17159668,126.8703268
남양주시,2017   ,2017-10-09 19시,야간,월요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,0,1,0,0,37.65755336,127.34665103
이천시,2017   ,2017-10-09 12시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.2751005,127.45051576
성남시,2017   ,2017-10-08 11시,주간,일요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,터널안,승용차,승용차,보행자,보행자,1,0,1,0,0,37.39357697,127.10437462
이천시,2017   ,2017-10-08 11시,주간,일요일,차대차,기타,중앙선 침범,단일로,기타단일로,자전거,자전거,화물차,화물차,1,0,2,0,1,37.13636944,127.59882125
여주시,2017   ,2017-10-06 19시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.32400897,127.67463317
포천시,2017   ,2017-10-06 06시,주간,금요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.93142878,127.30968162
화성시,2017   ,2017-10-05 01시,야간,목요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0,37.10271764,126.85975598
가평군,2017   ,2017-10-03 01시,야간,화요일,차량단독,기타,안전운전 의무 불이행,단일로,교량위,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1,0,1,0,0,37.70993505,127.53303759
용인시,2017   ,2017-10-02 20시,야간,월요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.25537506,127.11220283
안양시,2017   ,2017-10-02 05시,야간,월요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,1,0,1,0,0,37.38243773,126.96907673
의정부시,2017   ,2017-10-02 04시,야간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,1,2,0,0,37.75470909,127.07512368
고양시,2017   ,2017-10-01 19시,야간,일요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,1,1,2,0,0,37.62465469,126.83642655
의왕시,2017   ,2017-10-01 19시,야간,일요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,1,2,0,0,37.35923661,126.96514115
김포시,2017   ,2017-10-01 16시,주간,일요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,자전거,자전거,1,0,1,0,0,37.71335956,126.55681906
남양주시,2017   ,2017-10-01 11시,주간,일요일,차대차,추돌,안전운전 의무 불이행,기타,기타,승용차,승용차,화물차,화물차,1,1,3,0,1,37.61510337,127.17819145
안산시,2017   ,2017-09-30 21시,야간,토요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,1,1,2,0,0,37.30280678,126.87437983
용인시,2017   ,2017-09-30 06시,주간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.13241171,127.40059845
오산시,2017   ,2017-09-29 20시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.14746682,127.03896327
이천시,2017   ,2017-09-29 14시,주간,금요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1,0,1,0,0,37.2565437,127.45853456
안산시,2017   ,2017-09-29 07시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1,0,1,0,0,37.34693344,126.84030108
용인시,2017   ,2017-09-28 22시,야간,목요일,차대사람,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.25521266,127.09334901
화성시,2017   ,2017-09-28 20시,야간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.02577604,126.83738876
의정부시,2017   ,2017-09-28 17시,주간,목요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승합차,승합차,1,0,1,0,0,37.74120746,127.04381808
평택시,2017   ,2017-09-28 05시,야간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,1,0,2,0,1,37.04593942,127.0411749
김포시,2017   ,2017-09-27 16시,주간,수요일,차대사람,기타,신호위반,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.64377444,126.67923258
연천군,2017   ,2017-09-27 10시,주간,수요일,차량단독,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1,0,1,0,0,38.03229527,127.10194388
안산시,2017   ,2017-09-27 04시,야간,수요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.33506658,126.80177565
용인시,2017   ,2017-09-27 02시,야간,수요일,차대차,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,1,0,0,37.24369307,127.2763593
의정부시,2017   ,2017-09-26 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,1,0,1,0,0,37.75532261,127.11188989
파주시,2017   ,2017-09-26 15시,주간,화요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,1,0,1,0,0,37.77583587,126.70573094
성남시,2017   ,2017-09-26 00시,야간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.41172892,127.12884566
남양주시,2017   ,2017-09-25 20시,야간,월요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1,0,1,0,0,37.64763861,127.16094541
파주시,2017   ,2017-09-25 18시,야간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,1,1,2,0,0,37.74511085,126.78610276
성남시,2017   ,2017-09-25 13시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,1,0,1,0,0,37.41086657,127.11845391
하남시,2017   ,2017-09-23 17시,주간,토요일,차대사람,횡단중,신호위반,교차로,교차로횡단보도내,이륜차,이륜차,보행자,보행자,1,0,1,0,0,37.55330475,127.18410679
안성시,2017   ,2017-09-23 13시,주간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,건설기계,건설기계,1,1,3,0,1,37.08268405,127.26342179
안산시,2017   ,2017-09-23 06시,주간,토요일,차대사람,횡단중,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.28992904,126.57835371
화성시,2017   ,2017-09-23 05시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0,37.2326933,127.06477933
안산시,2017   ,2017-09-23 04시,야간,토요일,차량단독,전도전복,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1,1,2,0,0,37.33481693,126.79766897
안양시,2017   ,2017-09-22 18시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,자전거,자전거,1,0,2,0,1,37.37811269,126.9555419
파주시,2017   ,2017-09-22 17시,주간,금요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1,0,1,0,0,37.77627968,126.91745618
고양시,2017   ,2017-09-22 12시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,이륜차,이륜차,1,0,1,0,0,37.65238577,126.88930217
광주시,2017   ,2017-09-21 16시,주간,목요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.40091698,127.23430296
용인시,2017   ,2017-09-21 14시,주간,목요일,차대차,측면충돌,차로위반(진로변경 위반),단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,1,0,1,0,0,37.1701162,127.37062033
